"ID","x","y"
1,0.26058160699904,-2.85488002551669
1,2.23034666501917,4.45031203895868
1,3.5455999255646,0.737787766045923
1,4.28541030036286,-2.71454456858917
1,1.70538116013631,12.8892478255621
1,2.5132641964592,1.49986206595387
1,0.141108661191538,3.54967465498562
1,4.85510411439463,-0.182219451616048
1,4.16197815677151,-6.0374300416294
1,1.70865858905017,10.2446354137695
1,1.09742648666725,4.32746889994207
1,3.52922449004836,7.43629905513515
1,3.81820598384365,-2.72142804986125
1,3.44947552424856,-1.53316935069599
1,3.91200045938604,0.737532249310367
1,3.36170722497627,1.76392888577899
1,3.28161675133742,1.49383287493951
1,2.7022798161488,4.41794348959469
1,2.3112507245969,5.03430590838764
1,2.52775952569209,1.67095638122028
1,4.12060011178255,0.323854241254351
1,4.90566608146764,0.792277033378031
1,1.87861616373993,-3.95177274413037
1,4.45209229830652,7.59450396054784
1,1.33458645897917,4.74213750604637
1,1.21071067289449,2.66892438733526
1,0.565458912169561,5.19007681077175
1,2.5521780573763,6.69308897512807
1,3.28634760226123,1.56253447677197
1,2.68365588504821,4.60105280812228
1,4.60861320374534,-3.62837468157753
1,0.645421986700967,2.31848936391753
1,3.11786781880073,1.93914332518799
1,2.23916136659682,2.60363187381325
1,0.929471869021654,2.28022972817
1,2.02054908266291,-1.42804259055434
1,0.509760351851583,2.64466286382303
1,4.33368908241391,-0.118688551497401
1,1.0309643833898,3.70254638140833
1,3.79692062269896,-1.30930965804073
1,3.44425898510963,1.2241973826438
1,3.06524335406721,5.76524401404431
1,0.130329545354471,3.65962972634476
1,2.87666228599846,-1.61875562689212
1,1.62219645921141,5.32879588801094
1,0.870415633544326,4.28828697622931
1,2.06364365643822,6.1724206207843
1,4.23908587428741,-1.74337631690679
1,2.65168857760727,6.2113697939416
1,1.9963169877883,6.57987434561486
1,2.48227152391337,6.37706872753122
1,0.400759674375877,-0.528737679620616
1,2.61115456931293,-2.06636131490717
1,2.34671136946417,10.6948444495063
1,2.92920893640257,1.66905972711662
1,3.38753827149048,1.47589463669653
1,4.91776266251691,0.691563396852025
1,3.8373746315483,5.3006271879043
1,2.95444419258274,6.82590882108168
1,1.37615392915905,1.9546268937527
1,1.71394823002629,-1.2025270990538
1,4.55922553432174,-1.00438220098192
1,2.71740505821072,3.80483193514092
1,1.74394221045077,8.1152731575417
1,0.245939996093512,7.63956987945761
1,3.62205288256519,7.71186429775339
1,1.75713923177682,4.31683915931934
1,4.90873394533992,1.02921097727943
1,0.678213071078062,3.36914813188557
1,4.99937303247862,-1.32923340630837
1,1.64630128419958,4.62738341469758
1,3.93482373328879,-7.03407449671493
1,1.459297464462,6.37402444580152
1,3.54902164894156,-0.141869839754021
1,1.16830260260031,3.43453354086829
1,4.54528752830811,-1.0742806250745
1,1.77674958715215,6.96781626002043
1,3.1175714568235,0.955237809060061
1,3.66649409290403,5.45810716231589
1,3.46395268221386,1.77440408756901
1,0.757932960987091,2.94434322871846
1,0.478698830120265,4.45508497233795
1,4.91803518496454,-1.00388194293377
1,4.74574434920214,2.28051845704233
1,0.0638884061481804,1.08184544231892
1,2.32710916781798,4.22685827465645
1,4.11240629153326,-1.80314950258299
1,0.870801886776462,7.08907779244147
1,0.620725051267073,8.20473230316161
1,2.2297541575972,10.4181057863556
1,1.45904354285449,6.2727835716674
1,1.62046930985525,1.26036670490159
1,3.03930604481138,4.09504420143896
1,4.24087982159108,-7.0430719588929
1,3.19676054525189,5.39016573504953
1,0.202899578725919,3.63637938909932
1,1.43206465872936,1.56602069472459
1,1.63701574783772,1.62791167818773
1,0.219895591726527,-1.36890450773045
1,4.40513309556991,0.210460890261063
1,0.253422255627811,7.72440279606275
1,3.62960027297959,0.197637964459258
1,3.10810720198788,2.07217001243996
1,4.36707812361419,1.90931986057945
1,1.98555533308536,3.68660831547983
1,1.15951756131835,0.410899754785958
1,1.62606524769217,5.41336124570544
1,1.10242770984769,1.19486532257193
1,2.05612551071681,5.47003421975514
1,3.67267935303971,0.156760614292521
1,2.20964709995314,3.93666159753927
1,0.308274290291592,1.65184190214306
1,4.93008650722913,-5.22439480810193
1,1.40366809908301,0.969586404938504
